previous_crop,soil_nitrogen,soil_ph,rainfall,temperature,recommended_next_crop
Barley,23,7.1,1145,33,Wheat
Barley,21,5.5,605,23,Wheat
Barley,35,7.1,699,22,Wheat
Cotton,21,5.7,909,16,Tomato
Tomato,37,6.1,754,25,Rice
Maize,38,5.7,871,17,Soybean
Potato,22,7.3,360,20,Wheat
Cotton,48,6.9,1040,18,Tomato
Cotton,44,6.8,752,15,Tomato
Rice,26,5.8,979,28,Maize
Cotton,28,5.8,1056,34,Tomato
Tomato,29,6.6,1046,33,Rice
Sugarcane,49,7.1,1329,32,Potato
Rice,19,5.7,741,19,Maize
Wheat,40,5.9,1412,16,Rice
Potato,44,6.1,501,25,Wheat
Wheat,25,7.3,1096,16,Rice
Maize,29,6.1,690,18,Soybean
Wheat,49,6.1,1020,30,Rice
Maize,46,6.1,1178,17,Soybean
Wheat,17,6.8,472,33,Rice
Soybean,10,7.3,503,20,Barley
Rice,17,5.8,1375,27,Maize
Millet,15,5.7,754,20,Cotton
Sugarcane,31,6.1,1368,29,Potato
Potato,42,6.7,1219,23,Wheat
Potato,34,6.9,1377,32,Wheat
Potato,15,6.1,731,24,Wheat
Maize,38,6.7,648,18,Soybean
Sugarcane,26,6.3,532,35,Potato
Millet,22,7.2,1330,25,Cotton
Wheat,29,6.4,1309,33,Rice
Maize,12,6.7,680,18,Soybean
Barley,31,6.6,475,28,Wheat
Rice,33,6.6,465,31,Maize
Rice,44,6.4,1259,24,Maize
Tomato,39,6.0,1436,30,Rice
Rice,46,7.4,1069,21,Maize
Wheat,46,5.6,1121,16,Rice
Millet,36,6.6,1154,31,Cotton
Maize,12,5.6,926,24,Soybean
Wheat,13,5.9,995,15,Rice
Potato,40,6.7,303,34,Wheat
Wheat,46,6.2,1185,19,Rice
Wheat,41,6.3,346,32,Rice
Rice,12,6.8,1479,27,Maize
Millet,26,5.7,1083,15,Cotton
Sugarcane,13,5.6,996,15,Potato
Millet,21,6.0,1451,35,Cotton
Sugarcane,25,6.2,1023,30,Potato
Wheat,49,6.7,623,16,Rice
Barley,10,6.6,1112,30,Wheat
Millet,48,6.9,1003,26,Cotton
Rice,38,6.5,1392,25,Maize
Cotton,30,6.5,317,25,Tomato
Wheat,17,7.5,768,32,Rice
Sugarcane,33,5.8,1048,25,Potato
Tomato,42,6.3,332,27,Rice
Soybean,21,7.2,400,19,Barley
Wheat,31,5.8,942,34,Rice
Wheat,37,7.0,721,24,Rice
Sugarcane,49,5.9,918,22,Potato
Tomato,32,6.8,723,15,Rice
Maize,35,6.5,928,22,Soybean
Potato,21,6.4,957,26,Wheat
Potato,46,5.7,744,22,Wheat
Wheat,39,6.9,562,23,Rice
Tomato,22,7.2,329,31,Rice
Sugarcane,40,7.2,875,23,Potato
Cotton,27,5.9,874,20,Tomato
Sugarcane,31,7.0,1297,26,Potato
Cotton,21,6.0,690,17,Tomato
Tomato,38,6.4,800,31,Rice
Barley,43,7.1,1068,20,Wheat
Millet,43,7.4,669,23,Cotton
Potato,18,6.4,531,16,Wheat
Potato,46,7.3,1375,22,Wheat
Millet,27,6.2,833,16,Cotton
Barley,12,7.3,1146,26,Wheat
Rice,33,5.8,809,25,Maize
Tomato,42,5.7,641,35,Rice
Maize,14,6.6,1336,27,Soybean
Sugarcane,18,5.9,585,30,Potato
Tomato,23,6.0,939,34,Rice
Soybean,14,6.1,1111,23,Barley
Potato,35,5.8,1257,20,Wheat
Sugarcane,26,7.1,614,34,Potato
Wheat,43,7.4,654,16,Rice
Maize,32,7.5,1424,29,Soybean
Maize,39,6.4,1462,19,Soybean
Tomato,21,6.1,1218,17,Rice
Potato,30,7.4,1218,21,Wheat
Potato,32,5.8,968,29,Wheat
Cotton,48,5.9,1228,30,Tomato
Maize,29,6.8,369,15,Soybean
Millet,11,6.7,1242,34,Cotton
Barley,30,6.8,680,24,Wheat
Cotton,37,5.9,948,20,Tomato
Maize,41,6.6,1322,25,Soybean
Sugarcane,27,6.9,833,23,Potato
Rice,10,6.0,1377,27,Maize
Soybean,37,6.7,406,29,Barley
Sugarcane,50,6.6,1187,30,Potato
Millet,27,7.1,1090,21,Cotton
Maize,26,7.4,321,30,Soybean
Soybean,22,6.3,976,29,Barley
Cotton,19,7.4,1430,34,Tomato
Barley,46,6.8,497,24,Wheat
Potato,25,7.0,1023,35,Wheat
Barley,16,7.1,1257,20,Wheat
Cotton,15,6.0,1024,24,Tomato
Tomato,50,6.1,548,31,Rice
Cotton,40,7.3,1233,35,Tomato
Wheat,21,7.4,985,21,Rice
Barley,31,6.8,1456,22,Wheat
Cotton,15,6.9,362,31,Tomato
Rice,30,6.5,1443,19,Maize
Rice,32,7.2,625,34,Maize
Tomato,27,5.8,1140,20,Rice
Cotton,35,6.5,1431,30,Tomato
Tomato,40,5.6,448,33,Rice
Rice,36,6.6,358,21,Maize
Potato,48,6.8,934,31,Wheat
Cotton,41,5.6,434,33,Tomato
Rice,30,6.7,1313,19,Maize
Barley,50,7.3,330,34,Wheat
Sugarcane,34,6.8,562,31,Potato
Maize,20,5.7,658,20,Soybean
Maize,30,6.7,1108,18,Soybean
Potato,36,7.3,361,35,Wheat
Wheat,24,7.1,531,35,Rice
Potato,42,6.6,1100,31,Wheat
Tomato,37,6.5,1021,26,Rice
Soybean,15,5.7,1352,32,Barley
Wheat,12,6.7,772,25,Rice
Millet,48,6.2,551,19,Cotton
Soybean,36,6.9,577,16,Barley
Soybean,24,6.7,773,25,Barley
Potato,35,7.2,1048,20,Wheat
Sugarcane,18,7.1,856,30,Potato
Rice,34,7.0,952,35,Maize
Millet,28,6.4,1409,18,Cotton
Maize,24,6.3,1277,33,Soybean
Rice,45,6.9,1187,22,Maize
Millet,11,5.5,474,33,Cotton
Rice,43,5.7,825,16,Maize
Cotton,47,7.0,1432,17,Tomato
Sugarcane,27,6.1,909,32,Potato
Millet,18,5.6,1376,35,Cotton
Maize,12,7.2,456,18,Soybean
Rice,48,5.9,1088,32,Maize
Cotton,27,6.1,1302,18,Tomato
Maize,22,6.8,660,20,Soybean
Cotton,24,7.5,1081,26,Tomato
Rice,11,6.4,683,16,Maize
Maize,40,6.3,1040,23,Soybean
Millet,32,7.1,482,28,Cotton
Soybean,25,6.9,616,16,Barley
Barley,49,6.9,1236,31,Wheat
Sugarcane,45,5.7,1217,19,Potato
Barley,30,7.3,1454,22,Wheat
Sugarcane,49,5.6,1432,32,Potato
Tomato,30,7.5,1463,16,Rice
Wheat,27,6.5,341,35,Rice
Tomato,42,6.4,802,27,Rice
Sugarcane,40,6.9,1297,16,Potato
Rice,13,6.3,1381,25,Maize
Cotton,29,6.5,1026,32,Tomato
Tomato,19,6.5,1310,20,Rice
Rice,44,6.3,1237,32,Maize
Sugarcane,22,6.4,1051,15,Potato
Tomato,13,6.7,650,24,Rice
Soybean,21,7.0,422,32,Barley
Rice,34,6.5,687,26,Maize
Cotton,48,7.2,1044,19,Tomato
Barley,49,6.4,894,35,Wheat
Sugarcane,40,6.5,1481,16,Potato
Cotton,12,7.5,438,21,Tomato
Millet,10,7.1,361,18,Cotton
Soybean,49,5.9,1269,27,Barley
Tomato,22,6.7,886,24,Rice
Tomato,23,6.0,682,18,Rice
Sugarcane,47,6.6,932,16,Potato
Wheat,33,6.4,444,18,Rice
Potato,32,5.6,714,33,Wheat
Sugarcane,28,6.1,1423,28,Potato
Rice,38,6.2,1056,18,Maize
Sugarcane,16,6.6,617,15,Potato
Cotton,42,5.5,940,32,Tomato
Potato,34,6.2,1065,15,Wheat
Wheat,26,6.6,347,19,Rice
Maize,34,7.4,542,27,Soybean
Soybean,33,6.3,768,35,Barley
Soybean,41,6.5,1329,33,Barley
Millet,46,6.6,509,15,Cotton
Cotton,46,6.9,877,30,Tomato
Barley,32,6.0,846,31,Wheat
Millet,41,6.6,511,24,Cotton
Soybean,18,6.7,964,30,Barley
Maize,23,6.3,395,26,Soybean
Potato,25,6.0,1025,32,Wheat
Millet,39,6.4,1285,30,Cotton
Wheat,43,6.9,361,19,Rice
Wheat,22,7.4,1427,28,Rice
Wheat,36,5.8,1050,22,Rice
Tomato,44,6.8,339,26,Rice
Rice,39,7.4,772,30,Maize
Tomato,18,6.5,659,19,Rice
Cotton,38,6.6,966,17,Tomato
Soybean,32,5.9,786,29,Barley
Sugarcane,41,7.3,1280,17,Potato
Wheat,43,6.8,1441,15,Rice
Rice,38,7.0,716,26,Maize
Barley,46,5.9,918,18,Wheat
Potato,43,6.3,1299,26,Wheat
Cotton,45,7.5,1453,35,Tomato
Barley,18,5.9,532,29,Wheat
Sugarcane,24,7.5,1371,29,Potato
Sugarcane,40,5.6,1017,24,Potato
Barley,34,6.3,1276,28,Wheat
Sugarcane,19,5.9,1419,17,Potato
Rice,34,6.3,411,18,Maize
Barley,34,6.8,1058,15,Wheat
Soybean,24,6.8,499,27,Barley
Wheat,23,7.0,1464,20,Rice
Barley,40,6.4,756,29,Wheat
Tomato,32,6.8,932,19,Rice
Potato,40,7.3,1224,29,Wheat
Barley,50,5.9,790,23,Wheat
Millet,29,5.7,1487,26,Cotton
Sugarcane,36,7.4,893,33,Potato
Rice,31,7.2,1397,32,Maize
Wheat,32,5.8,645,28,Rice
Millet,32,7.2,1017,15,Cotton
Barley,16,5.8,1127,29,Wheat
Millet,20,6.9,805,26,Cotton
Barley,20,7.1,1075,23,Wheat
Millet,23,5.8,1156,23,Cotton
Rice,20,6.1,957,24,Maize
Maize,37,5.7,735,31,Soybean
Sugarcane,24,7.2,793,20,Potato
Barley,33,7.0,1078,16,Wheat
Sugarcane,20,6.9,440,35,Potato
Barley,32,6.5,1160,16,Wheat
Sugarcane,19,6.2,1162,31,Potato
Cotton,41,6.6,378,25,Tomato
Millet,33,7.1,806,24,Cotton
Millet,38,5.7,783,16,Cotton
Tomato,10,7.0,1279,26,Rice
Rice,25,7.2,389,22,Maize
Millet,31,6.6,429,34,Cotton
Cotton,41,5.7,675,32,Tomato
Sugarcane,23,7.1,538,33,Potato
Cotton,47,7.2,1417,22,Tomato
Barley,46,5.5,1452,28,Wheat
Millet,10,7.0,690,15,Cotton
Cotton,17,7.1,659,27,Tomato
Maize,36,6.7,1191,31,Soybean
Millet,12,7.2,867,27,Cotton
Soybean,20,6.6,1386,18,Barley
Maize,31,7.5,386,23,Soybean
Barley,38,7.0,911,23,Wheat
Tomato,21,5.9,550,25,Rice
Soybean,47,6.8,1363,23,Barley
Millet,40,7.1,1421,31,Cotton
Potato,44,5.7,1035,19,Wheat
Cotton,50,6.4,341,21,Tomato
Wheat,48,6.1,759,31,Rice
Wheat,30,6.1,907,27,Rice
Sugarcane,38,7.1,1137,25,Potato
Maize,12,7.1,615,16,Soybean
Barley,41,5.6,1380,28,Wheat
Potato,42,6.4,1040,20,Wheat
Cotton,33,7.0,1111,32,Tomato
Wheat,35,6.3,483,34,Rice
Potato,44,7.1,1377,28,Wheat
Tomato,48,6.8,525,28,Rice
Potato,14,6.5,399,29,Wheat
Maize,38,6.0,883,27,Soybean
Wheat,46,7.0,1402,27,Rice
Tomato,26,7.4,1366,35,Rice
Maize,41,5.9,1217,23,Soybean
Rice,19,6.5,492,16,Maize
Maize,14,5.8,342,32,Soybean
Maize,14,6.4,1311,34,Soybean
Maize,42,6.1,1297,25,Soybean
Sugarcane,36,6.0,1286,29,Potato
Barley,40,6.1,839,35,Wheat
Wheat,13,6.9,425,33,Rice
Tomato,21,5.9,1185,35,Rice
Rice,38,5.9,1124,34,Maize
Soybean,10,6.5,359,28,Barley
Potato,46,5.6,632,23,Wheat
Sugarcane,43,7.5,840,30,Potato
Millet,18,7.0,1373,22,Cotton
Tomato,10,6.5,1136,35,Rice
Potato,37,6.0,927,20,Wheat
Potato,16,6.6,934,19,Wheat
Wheat,26,7.1,1414,24,Rice
Sugarcane,44,6.8,1280,27,Potato
Potato,25,6.0,1236,30,Wheat
Soybean,35,7.4,1491,28,Barley
Sugarcane,19,5.8,1264,18,Potato
Cotton,30,6.0,692,18,Tomato
Millet,35,7.4,504,18,Cotton
Millet,35,6.9,932,23,Cotton
Millet,13,7.5,1343,34,Cotton
Maize,16,5.8,444,30,Soybean
Barley,30,6.8,882,27,Wheat
Sugarcane,48,5.5,499,19,Potato
Rice,36,5.8,944,27,Maize
Wheat,41,6.8,312,19,Rice
Barley,41,6.5,1407,32,Wheat
Potato,32,7.3,956,29,Wheat
Potato,43,7.3,548,23,Wheat
Wheat,10,5.8,1249,21,Rice
Wheat,31,5.6,834,24,Rice
Tomato,18,6.4,425,24,Rice
Rice,23,6.4,1024,18,Maize
Sugarcane,18,6.3,686,24,Potato
Tomato,10,6.4,440,33,Rice
Soybean,30,6.6,802,20,Barley
Soybean,19,7.5,1203,35,Barley
Soybean,21,5.7,612,20,Barley
Soybean,27,5.7,854,20,Barley
Maize,40,6.3,951,18,Soybean
Tomato,49,6.7,1006,35,Rice
Millet,24,6.1,1130,26,Cotton
Soybean,49,6.3,1090,22,Barley
Wheat,10,6.2,659,21,Rice
Maize,27,6.3,498,17,Soybean
Maize,12,5.8,436,17,Soybean
Wheat,36,6.8,878,22,Rice
Wheat,50,7.4,866,32,Rice
Wheat,12,6.5,641,19,Rice
Millet,39,6.9,1477,31,Cotton
Tomato,43,6.7,615,26,Rice
Potato,28,5.8,892,27,Wheat
Soybean,27,7.5,1163,33,Barley
Tomato,12,7.0,453,28,Rice
Millet,36,6.8,857,31,Cotton
Maize,44,5.8,1031,19,Soybean
Wheat,25,5.5,1085,34,Rice
Barley,31,7.5,1252,25,Wheat
Sugarcane,18,7.2,1271,20,Potato
Wheat,30,6.7,1096,17,Rice
Potato,18,6.3,1127,20,Wheat
Soybean,39,5.8,954,35,Barley
Soybean,25,7.5,309,18,Barley
Rice,13,6.7,1366,19,Maize
Wheat,50,6.2,1194,33,Rice
Barley,46,5.6,858,26,Wheat
Millet,48,6.7,463,23,Cotton
Cotton,45,6.3,975,26,Tomato
Tomato,45,6.4,1367,15,Rice
Barley,47,7.4,806,33,Wheat
Potato,50,5.7,1323,32,Wheat
Millet,23,6.9,1459,23,Cotton
Millet,39,7.3,1388,22,Cotton
Soybean,37,7.3,727,17,Barley
Millet,16,6.8,915,35,Cotton
Sugarcane,32,6.4,827,16,Potato
Cotton,28,6.5,607,35,Tomato
Potato,29,7.5,541,18,Wheat
Soybean,47,5.8,1385,22,Barley
Potato,13,6.7,809,15,Wheat
Maize,15,6.0,1152,35,Soybean
Wheat,18,7.3,382,29,Rice
Tomato,39,7.3,1285,34,Rice
Cotton,44,6.8,947,28,Tomato
Soybean,22,6.2,1277,18,Barley
Cotton,14,6.0,314,32,Tomato
Potato,46,6.6,1239,30,Wheat
Cotton,38,6.3,1450,26,Tomato
Sugarcane,16,7.2,385,20,Potato
Maize,11,5.9,1455,31,Soybean
Tomato,23,5.7,534,33,Rice
Potato,27,7.2,1310,35,Wheat
Barley,15,7.2,624,18,Wheat
Barley,18,5.5,1205,20,Wheat
Rice,35,7.1,615,25,Maize
Soybean,11,5.6,412,16,Barley
Potato,44,6.2,967,22,Wheat
Wheat,30,5.8,908,32,Rice
Rice,47,5.6,622,32,Maize
Cotton,29,7.3,1421,33,Tomato
Sugarcane,48,5.6,912,34,Potato
Cotton,16,6.0,1185,32,Tomato
Rice,39,7.3,808,26,Maize
Cotton,23,7.2,1153,24,Tomato
Potato,37,6.4,1034,23,Wheat
Cotton,19,6.4,1285,34,Tomato
Millet,27,5.7,943,16,Cotton
Maize,13,6.1,672,24,Soybean
Soybean,47,5.9,598,22,Barley
Tomato,22,6.5,480,28,Rice
Sugarcane,47,5.8,1440,24,Potato
Soybean,18,6.1,1074,35,Barley
Potato,30,6.9,1483,23,Wheat
Sugarcane,42,7.1,417,32,Potato
Rice,13,7.0,319,20,Maize
Wheat,24,7.0,333,24,Rice
Barley,49,5.7,1425,20,Wheat
Potato,40,5.9,1173,34,Wheat
Soybean,12,6.4,1067,20,Barley
Potato,40,5.9,1123,30,Wheat
Sugarcane,25,6.0,718,22,Potato
Barley,45,7.1,312,21,Wheat
Soybean,41,6.2,1326,18,Barley
Millet,33,5.7,599,31,Cotton
Cotton,24,7.3,1243,18,Tomato
Millet,27,6.9,401,32,Cotton
Soybean,30,6.5,1269,25,Barley
Rice,33,6.8,1264,30,Maize
Maize,21,7.3,507,17,Soybean
Cotton,15,7.1,1270,24,Tomato
Cotton,47,6.0,667,29,Tomato
Wheat,44,6.3,1165,28,Rice
Barley,19,6.9,922,25,Wheat
Barley,29,6.3,918,27,Wheat
Barley,49,7.1,1403,33,Wheat
Wheat,32,6.6,447,25,Rice
Maize,45,7.5,956,16,Soybean
Cotton,15,6.8,551,21,Tomato
Millet,40,6.9,936,22,Cotton
Barley,31,7.2,1009,17,Wheat
Tomato,38,7.3,1408,21,Rice
Sugarcane,34,7.4,1212,33,Potato
Soybean,19,6.7,721,22,Barley
Soybean,42,6.2,1499,29,Barley
Soybean,23,5.9,795,15,Barley
Potato,35,7.3,958,21,Wheat
Barley,30,6.0,1470,21,Wheat
Wheat,25,5.9,1352,21,Rice
Cotton,34,6.6,1041,19,Tomato
Wheat,38,6.7,1377,28,Rice
Maize,27,7.1,415,19,Soybean
Cotton,25,7.1,661,33,Tomato
Potato,22,6.9,1410,29,Wheat
Potato,49,7.1,310,34,Wheat
Sugarcane,46,5.7,715,35,Potato
Soybean,20,6.5,1285,25,Barley
Maize,47,7.3,1486,23,Soybean
Barley,27,5.8,1437,28,Wheat
Sugarcane,39,6.7,655,25,Potato
Tomato,31,6.5,863,31,Rice
Maize,18,5.8,800,20,Soybean
Rice,14,6.0,861,34,Maize
Barley,49,7.3,1217,27,Wheat
Maize,17,6.3,1199,32,Soybean
Wheat,30,7.3,1477,33,Rice
Barley,39,6.8,876,29,Wheat
Wheat,25,7.1,1401,26,Rice
Potato,24,6.1,1405,15,Wheat
Maize,49,5.6,346,16,Soybean
Rice,11,5.7,1385,26,Maize
Soybean,15,5.9,1213,34,Barley
Rice,44,6.0,966,17,Maize
Potato,16,5.9,1130,20,Wheat
Wheat,24,6.2,416,19,Rice
Sugarcane,20,6.9,1255,29,Potato
Soybean,24,6.6,937,31,Barley
Sugarcane,29,7.4,1376,30,Potato
Cotton,26,7.2,758,16,Tomato
Tomato,43,7.1,1069,21,Rice
Cotton,13,6.8,1335,18,Tomato
Soybean,33,6.1,1016,33,Barley
Sugarcane,26,6.8,393,27,Potato
Wheat,38,7.5,562,24,Rice
Potato,27,7.1,542,21,Wheat
Rice,16,6.2,1070,21,Maize
Cotton,28,5.5,942,29,Tomato
Cotton,13,5.6,425,23,Tomato
Cotton,35,6.8,1059,30,Tomato
Maize,23,6.4,1029,22,Soybean
Tomato,15,5.5,1142,26,Rice
Millet,19,6.7,1178,29,Cotton
Maize,35,6.6,624,21,Soybean
Millet,50,6.4,1369,35,Cotton
Sugarcane,46,5.6,1197,22,Potato
Potato,21,6.6,1480,19,Wheat
Rice,34,6.6,1324,30,Maize
Cotton,50,6.7,1175,21,Tomato
Wheat,26,6.9,1151,29,Rice
Millet,18,6.7,910,21,Cotton
Rice,10,6.5,699,27,Maize
Rice,45,6.9,855,34,Maize
Soybean,11,7.0,794,31,Barley
Tomato,21,7.0,678,17,Rice
Millet,44,5.6,376,18,Cotton
Potato,31,6.2,1410,24,Wheat
Soybean,41,6.4,1488,16,Barley
Sugarcane,17,7.2,760,35,Potato
Soybean,14,6.9,911,28,Barley
Potato,39,7.4,423,29,Wheat
Tomato,14,5.6,1207,20,Rice
Sugarcane,27,6.4,1496,17,Potato
Barley,46,6.7,465,30,Wheat
Maize,19,6.7,1107,23,Soybean
Rice,26,7.5,682,17,Maize
Wheat,13,6.5,387,35,Rice
Wheat,16,6.4,1435,15,Rice
Maize,20,7.4,1464,20,Soybean
Barley,30,6.0,1357,25,Wheat
Wheat,43,6.9,1410,27,Rice
Maize,46,7.3,509,29,Soybean
Barley,42,5.7,1412,34,Wheat
Barley,12,6.1,1286,23,Wheat
Rice,33,7.5,773,27,Maize
Wheat,48,6.8,511,17,Rice
Sugarcane,33,6.8,1448,35,Potato
Sugarcane,26,7.2,358,24,Potato
Tomato,45,6.3,1286,21,Rice
Wheat,16,7.4,563,33,Rice
Wheat,47,7.0,405,22,Rice
Wheat,13,5.7,1035,29,Rice
Soybean,10,6.8,1142,22,Barley
Soybean,27,5.8,1472,33,Barley
Millet,37,5.8,718,17,Cotton
Maize,49,7.1,599,30,Soybean
Sugarcane,50,7.3,1233,31,Potato
Tomato,20,7.4,748,25,Rice
Cotton,30,7.2,1442,29,Tomato
Millet,47,7.4,1391,30,Cotton
Cotton,28,6.4,339,27,Tomato
Tomato,27,6.0,659,26,Rice
Tomato,13,7.3,535,16,Rice
Barley,22,6.9,1038,23,Wheat
Sugarcane,15,5.5,395,21,Potato
Tomato,26,7.1,851,25,Rice
Barley,50,6.1,1203,24,Wheat
Soybean,11,6.5,377,33,Barley
Maize,23,6.4,612,16,Soybean
Wheat,24,6.9,917,19,Rice
Cotton,42,7.0,1270,32,Tomato
Barley,27,5.6,1247,23,Wheat
Tomato,16,6.6,658,25,Rice
Millet,47,6.2,490,15,Cotton
Millet,50,5.6,464,27,Cotton
Millet,41,7.0,1338,21,Cotton
Barley,13,6.7,632,26,Wheat
Tomato,44,6.3,1046,31,Rice
Cotton,43,5.8,673,22,Tomato
Soybean,23,7.1,1098,34,Barley
Maize,12,7.4,490,20,Soybean
Tomato,20,6.1,599,28,Rice
Potato,24,6.3,950,30,Wheat
Potato,47,6.3,1369,26,Wheat
Soybean,48,7.3,1397,25,Barley
Tomato,37,7.4,876,30,Rice
Tomato,23,5.8,1147,27,Rice
Soybean,23,7.1,424,28,Barley
Potato,37,7.4,1232,19,Wheat
Sugarcane,25,7.4,1252,29,Potato
Rice,19,6.5,552,33,Maize
Tomato,37,7.4,680,21,Rice
Millet,21,6.6,864,33,Cotton
Cotton,23,6.6,956,19,Tomato
Potato,49,5.6,499,29,Wheat
Potato,50,6.1,383,17,Wheat
Tomato,36,5.6,1349,23,Rice
Wheat,44,6.6,586,28,Rice
Sugarcane,26,6.9,391,16,Potato
Potato,42,6.3,1116,27,Wheat
Rice,35,5.6,923,19,Maize
Barley,46,7.2,1267,31,Wheat
Sugarcane,46,6.1,1366,35,Potato
Potato,16,7.5,1173,30,Wheat
Barley,39,5.6,1003,24,Wheat
Tomato,27,5.9,685,17,Rice
Cotton,26,6.9,747,23,Tomato
Potato,16,5.8,891,16,Wheat
Wheat,37,7.0,548,26,Rice
Wheat,39,7.0,1153,30,Rice
Maize,37,7.1,636,31,Soybean
Potato,20,6.3,688,27,Wheat
Tomato,19,6.4,1014,25,Rice
Cotton,45,7.1,447,29,Tomato
Barley,44,5.6,818,29,Wheat
Potato,48,6.8,757,15,Wheat
Potato,14,5.5,662,23,Wheat
Maize,36,7.0,1181,23,Soybean
Wheat,13,6.1,1183,15,Rice
Millet,10,5.5,437,18,Cotton
Soybean,48,5.6,1454,18,Barley
Millet,43,6.7,1081,20,Cotton
Cotton,25,6.5,1429,33,Tomato
Sugarcane,40,7.3,620,25,Potato
Wheat,41,5.7,1030,21,Rice
Soybean,29,6.3,1169,25,Barley
Soybean,12,6.5,503,27,Barley
Maize,23,6.8,1256,32,Soybean
Barley,34,6.8,1087,32,Wheat
Sugarcane,24,6.8,304,15,Potato
Soybean,40,6.2,1231,16,Barley
Tomato,30,6.9,652,35,Rice
Potato,13,7.1,1160,30,Wheat
Sugarcane,20,7.1,911,30,Potato
Barley,45,7.5,1179,21,Wheat
Soybean,22,6.3,307,23,Barley
Tomato,45,6.6,686,19,Rice
Potato,12,6.3,886,17,Wheat
Potato,11,5.6,1451,35,Wheat
Sugarcane,44,6.9,748,28,Potato
Millet,24,7.0,313,31,Cotton
Wheat,21,5.8,1183,29,Rice
Maize,46,6.8,864,21,Soybean
Millet,14,5.9,785,17,Cotton
Sugarcane,28,7.3,739,20,Potato
Barley,19,7.1,778,20,Wheat
Wheat,49,6.1,873,31,Rice
Potato,15,5.5,1427,23,Wheat
Barley,39,6.2,474,28,Wheat
Rice,49,6.7,908,21,Maize
Rice,27,5.7,334,18,Maize
Millet,47,5.8,964,15,Cotton
Tomato,37,5.9,1202,35,Rice
Millet,31,6.1,529,27,Cotton
Millet,39,6.6,472,29,Cotton
Wheat,15,5.6,1314,29,Rice
Rice,43,5.8,1159,22,Maize
Potato,30,6.4,1016,16,Wheat
Sugarcane,15,6.7,498,30,Potato
Millet,46,5.6,408,33,Cotton
Maize,20,6.1,1278,35,Soybean
Barley,13,6.3,876,26,Wheat
Tomato,40,6.9,881,17,Rice
Tomato,10,6.9,396,27,Rice
Rice,36,7.3,1457,22,Maize
Cotton,40,6.8,374,30,Tomato
Tomato,46,6.1,1071,28,Rice
Millet,10,6.5,1257,25,Cotton
Barley,19,7.2,824,28,Wheat
Maize,28,5.9,1311,35,Soybean
Barley,28,6.3,611,25,Wheat
Millet,11,5.8,817,17,Cotton
Rice,11,5.8,1072,23,Maize
Sugarcane,31,5.6,820,25,Potato
Barley,28,7.1,1343,28,Wheat
Tomato,24,6.6,1306,18,Rice
Wheat,31,6.2,609,21,Rice
Potato,22,6.6,729,32,Wheat
Maize,14,6.3,940,33,Soybean
Rice,45,6.3,818,31,Maize
Potato,30,5.6,1385,33,Wheat
Barley,30,7.4,1249,26,Wheat
Barley,14,5.5,896,35,Wheat
Rice,26,6.6,587,30,Maize
Rice,29,7.5,768,19,Maize
Millet,21,6.7,384,26,Cotton
Tomato,36,6.3,1267,23,Rice
Millet,29,6.2,1293,20,Cotton
Millet,49,6.9,690,26,Cotton
Cotton,26,6.0,802,20,Tomato
Wheat,26,6.8,648,31,Rice
Barley,41,5.5,1197,16,Wheat
Soybean,15,5.5,1024,25,Barley
Sugarcane,36,6.9,537,17,Potato
Millet,33,5.7,684,34,Cotton
Barley,50,7.5,791,30,Wheat
Potato,48,5.8,1416,24,Wheat
Cotton,13,6.4,597,31,Tomato
Soybean,22,7.5,892,15,Barley
Potato,19,7.0,1425,21,Wheat
Barley,32,5.9,552,20,Wheat
Wheat,25,5.7,817,34,Rice
Barley,42,5.8,526,23,Wheat
Millet,47,6.8,1220,19,Cotton
Potato,32,6.6,949,18,Wheat
Tomato,40,6.2,375,22,Rice
Tomato,36,5.9,730,19,Rice
Potato,30,7.0,481,27,Wheat
Soybean,21,6.1,941,25,Barley
Barley,32,7.0,1289,23,Wheat
Maize,26,6.2,483,22,Soybean
Potato,44,5.9,938,22,Wheat
Maize,39,7.4,521,34,Soybean
Tomato,19,6.4,918,20,Rice
Wheat,24,6.1,1047,34,Rice
Maize,28,6.5,375,29,Soybean
Rice,18,5.9,879,19,Maize
Millet,44,5.8,957,19,Cotton
Barley,41,5.6,1113,21,Wheat
Cotton,22,5.5,432,17,Tomato
Tomato,46,6.4,1168,33,Rice
Wheat,15,7.3,985,18,Rice
Sugarcane,18,7.0,1097,28,Potato
Wheat,16,6.1,371,19,Rice
Soybean,23,5.7,302,22,Barley
Tomato,13,5.8,922,21,Rice
Soybean,27,6.1,850,34,Barley
Wheat,27,6.5,314,32,Rice
Tomato,28,7.4,1192,23,Rice
Wheat,19,5.6,442,30,Rice
Soybean,11,7.5,840,24,Barley
Soybean,25,5.7,710,26,Barley
Rice,22,5.7,553,18,Maize
Sugarcane,50,5.8,937,34,Potato
Rice,14,6.2,368,20,Maize
Cotton,42,7.5,947,29,Tomato
Potato,50,7.2,1426,35,Wheat
Potato,49,7.3,1442,22,Wheat
Rice,33,7.1,1054,18,Maize
Wheat,45,6.6,438,27,Rice
Tomato,25,6.9,1114,26,Rice
Tomato,34,6.8,327,25,Rice
Wheat,18,6.6,420,30,Rice
Millet,17,6.7,1090,24,Cotton
Maize,41,6.3,944,23,Soybean
Soybean,47,7.0,400,33,Barley
